,Unnamed: 0,best_match_score,__id_left,__id_right,DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED,full address state,RID,UPA #,Estab Name,Site Address 1,Site Address 2,Site City,Site State,Site Zip,Site County,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,Hazard Desc & Location,# Alleged Hazards/ Emp Exposed,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,full address fed,geocodes_match,state_latlong,fed_latlong,state_place_id,fed_place_id,state_gmaps_query,fed_gmaps_query
100,558017,1.202036142727944,11110_left,65_right,12/15/2020,RR-00025695,NMED,RICH FORD,8601 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1,"8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1688314,Rich Ford,8601 Lomas Blvd NE,,ALBUQUERQUE,NM,87112,BERNALILLO,441110 / 441110,11/13/2020,Online,Formal,,There are five positive cases and they are trying to keep on the low and still allowing people with contact to work,/,,,,,,,,,"8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.088254, 'lng': -106.54835}","{'lat': 35.088254, 'lng': -106.54835}",ChIJ4_BXtJAKIocRX5PzIMmU8sE,ChIJ4_BXtJAKIocRX5PzIMmU8sE,"RICH FORD 8601 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","Rich Ford 8601 Lomas Blvd NE, , ALBUQUERQUE, BERNALILLO County, NM"
101,247673,1.1925737499836921,4903_left,35_right,1/9/2021,RR-00032642,NMED,EL PINTO,10500 4TH ST NW,ALBUQUERQUE,BERNALILLO,1,"10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1598369,El Pinto Restaurant,10500 4th St NW,,ALBUQUERQUE,NM,87114,BERNALILLO,722511 / 722511,05/30/2020,Email,Formal,,"Restaurant is operating at full capacity which goes against Governor's orders, and doesn't want to bring back full capacity staff. Employees are being put in a health hazard. There are between 2-5 people trying to wait on a full capacity restaurant which forces the small staff to interact with more customers than they should.",/,,,,,,,,,"10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.205904, 'lng': -106.612426}","{'lat': 35.205904, 'lng': -106.612426}",ChIJrR3OlLt2IocRhS_nkvutSR4,ChIJrR3OlLt2IocRhS_nkvutSR4,"EL PINTO 10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM","El Pinto Restaurant 10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM"
102,412367,1.1925737499836921,8172_left,35_right,12/29/2020,RR-00029454,NMED,EL PINTO,10500 4TH ST NW,ALBUQUERQUE,BERNALILLO,1,"10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1598369,El Pinto Restaurant,10500 4th St NW,,ALBUQUERQUE,NM,87114,BERNALILLO,722511 / 722511,05/30/2020,Email,Formal,,"Restaurant is operating at full capacity which goes against Governor's orders, and doesn't want to bring back full capacity staff. Employees are being put in a health hazard. There are between 2-5 people trying to wait on a full capacity restaurant which forces the small staff to interact with more customers than they should.",/,,,,,,,,,"10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.205904, 'lng': -106.612426}","{'lat': 35.205904, 'lng': -106.612426}",ChIJrR3OlLt2IocRhS_nkvutSR4,ChIJrR3OlLt2IocRhS_nkvutSR4,"EL PINTO 10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM","El Pinto Restaurant 10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM"
103,1719452,1.1925737499836921,33966_left,35_right,6/24/2020,RR-2115,NMED,EL PINTO,10500 4TH ST NW,ALBUQUERQUE,BERNALILLO,1,"10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1598369,El Pinto Restaurant,10500 4th St NW,,ALBUQUERQUE,NM,87114,BERNALILLO,722511 / 722511,05/30/2020,Email,Formal,,"Restaurant is operating at full capacity which goes against Governor's orders, and doesn't want to bring back full capacity staff. Employees are being put in a health hazard. There are between 2-5 people trying to wait on a full capacity restaurant which forces the small staff to interact with more customers than they should.",/,,,,,,,,,"10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.205904, 'lng': -106.612426}","{'lat': 35.205904, 'lng': -106.612426}",ChIJrR3OlLt2IocRhS_nkvutSR4,ChIJrR3OlLt2IocRhS_nkvutSR4,"EL PINTO 10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM","El Pinto Restaurant 10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM"
104,194909,1.1925737499836921,3860_left,35_right,1/14/2021,RR-00034204,NMED,EL PINTO,10500 4TH ST NW,ALBUQUERQUE,BERNALILLO,1,"10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1598369,El Pinto Restaurant,10500 4th St NW,,ALBUQUERQUE,NM,87114,BERNALILLO,722511 / 722511,05/30/2020,Email,Formal,,"Restaurant is operating at full capacity which goes against Governor's orders, and doesn't want to bring back full capacity staff. Employees are being put in a health hazard. There are between 2-5 people trying to wait on a full capacity restaurant which forces the small staff to interact with more customers than they should.",/,,,,,,,,,"10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.205904, 'lng': -106.612426}","{'lat': 35.205904, 'lng': -106.612426}",ChIJrR3OlLt2IocRhS_nkvutSR4,ChIJrR3OlLt2IocRhS_nkvutSR4,"EL PINTO 10500 4TH ST NW, ALBUQUERQUE, BERNALILLO County, NM","El Pinto Restaurant 10500 4th St NW, , ALBUQUERQUE, BERNALILLO County, NM"
105,986769,1.1745023860513781,19574_left,33_right,11/22/2020,RR-00016741,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
106,1066475,1.1745023860513781,21139_left,33_right,11/19/2020,RR-00015187,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
107,721380,1.1745023860513781,14327_left,33_right,12/7/2020,RR-00022872,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
108,1586947,1.1745023860513781,31350_left,33_right,10/14/2020,RR-3619,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
109,213248,1.1745023860513781,4215_left,33_right,1/12/2021,RR-00033483,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
110,1480172,1.1745023860513781,29238_left,33_right,10/27/2020,RR-5908,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
111,1635215,1.1745023860513781,32294_left,33_right,9/29/2020,RR-1650,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
112,335717,1.1745023860513781,6631_left,33_right,1/4/2021,RR-00030803,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
113,860073,1.1745023860513781,17061_left,33_right,11/29/2020,RR-00019443,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,2,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
114,864658,1.1745023860513781,17152_left,33_right,11/29/2020,RR-00019294,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
115,1512469,1.1745023860513781,29887_left,33_right,10/23/2020,RR-5184,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
116,1563707,1.1745023860513781,30888_left,33_right,10/17/2020,RR-4113,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
117,891757,1.1745023860513781,17713_left,33_right,11/27/2020,RR-00018804,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
118,1579215,1.1745023860513781,31193_left,33_right,10/15/2020,RR-3805,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
119,544025,1.1745023860513781,10825_left,33_right,12/16/2020,RR-00026388,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,2,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
120,651298,1.1745023860513781,12952_left,33_right,12/10/2020,RR-00024157,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
121,16457,1.1745023860513781,320_left,33_right,2/5/2021,RR-00037774,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
122,1536151,1.1745023860513781,30350_left,33_right,10/21/2020,RR-4742,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
123,280253,1.1745023860513781,5554_left,33_right,1/7/2021,RR-00031951,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
124,1138449,1.1745023860513781,22524_left,33_right,11/16/2020,RR-00013634,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1,"26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM",653510,C-1589577,Otero County Prison Facility,26 McGregor Range Rd.,,CHAPARRAL,NM,88081,DONA ANA,922140 / 922140,05/13/2020,Online,Formal,,"Management is requiring officers to wash and reuse gloves, go into pods, contaminated with COVID-19, with no personal protective equipment/ gear and are exposing non-correction staff into COVID-19 contaminated pods.",/,,,,,,,,,"26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM",True,"{'lat': 32.0768416, 'lng': -106.2549152}","{'lat': 32.0768416, 'lng': -106.2549152}",ChIJY6ZmkpWz4IYRWvqB-BVgaDU,ChIJY6ZmkpWz4IYRWvqB-BVgaDU,"OTERO COUNTY PROCESSING CTR 26 MCGREGOR RANGE RD, CHAPARRAL, DONA ANA County, NM","Otero County Prison Facility 26 McGregor Range Rd., , CHAPARRAL, DONA ANA County, NM"
